umowa_id,numer_umowy,kontrahent_id,data_podpisania,data_rozpoczecia,data_zakonczenia,wartosc,waluta,status,opiekun
1778,UM/2022/01778,595,2022-09-09,2022-09-14,2024-07-08,296741.05,PLN,w przygotowaniu,pan Julian Wajdzik
1779,UM/2026/01779,1531,2026-04-04,2026-04-10,2029-04-19,66259.18,PLN,aktywna,Dariusz Powałka
1780,UM/2025/01780,265,2025-05-31,2025-06-07,2025-09-11,110280.55,PLN,w przygotowaniu,Norbert Kopciuch
1781,UM/2024/01781,890,2024-08-10,2024-08-10,2028-01-09,282985.15,PLN,zakończona,Aleks Chaber
1782,UM/2021/01782,1013,2021-07-23,2021-08-07,2022-02-10,466219.99,PLN,zakończona,Igor Szlęk
1783,UM/2023/01783,1267,2023-06-10,2023-06-28,2026-11-03,331033.65,PLN,aktywna,pan Adrian Soczówka
1784,UM/2022/01784,174,2022-02-15,2022-02-25,2024-02-07,216893.12,PLN,w przygotowaniu,Gustaw Adamiuk
1785,UM/2021/01785,1442,2021-07-09,2021-07-23,2022-08-20,274585.57,PLN,aktywna,pani Bianka Jerzyk
1786,UM/2025/01786,191,2025-04-11,2025-04-30,2028-12-04,163127.86,PLN,aktywna,Maksymilian Uzar
1787,UM/2022/01787,29,2022-05-03,2022-05-11,2025-03-10,196064.31,PLN,zakończona,Kajetan Demiańczuk
1788,UM/2024/01788,457,2024-11-26,2024-12-12,2025-07-29,382756.25,PLN,w przygotowaniu,Albert John
1789,UM/2023/01789,769,2023-11-18,2023-11-30,2025-08-27,67407.81,PLN,w przygotowaniu,Dariusz Ślęczka
1790,UM/2023/01790,1692,2023-11-13,2023-11-19,2024-07-28,195037.37,PLN,zakończona,Kamil Becker
1791,UM/2025/01791,273,2025-04-14,2025-04-28,2028-03-25,458671.02,PLN,zakończona,Jeremi Dzienniak
1792,UM/2023/01792,1684,2023-04-17,2023-05-05,2024-08-16,353595.95,PLN,w przygotowaniu,pan Hubert Andryszczyk
1793,UM/2025/01793,1576,2025-12-05,2025-12-24,2027-03-27,50535.32,PLN,zakończona,Stefan Kubowicz
1794,UM/2025/01794,1893,2025-06-23,2025-07-10,2028-10-18,272552.27,PLN,aktywna,pan Hubert Rutowicz
1795,UM/2025/01795,1085,2025-04-25,2025-04-28,2029-02-19,345388.55,PLN,zakończona,Kazimierz Neska
1796,UM/2023/01796,1822,2023-05-10,2023-05-25,2024-07-23,18688.01,PLN,aktywna,pan Fryderyk Dyjas
1797,UM/2026/01797,1936,2025-12-22,2026-01-01,2029-03-28,466077.74,PLN,aktywna,Olgierd Chlipała
1798,UM/2023/01798,668,2023-05-05,2023-05-13,2026-01-07,148350.81,pln,w przygotowaniu,Stanisław Cholewka
1799,UM/2022/01799,1579,2021-12-20,2022-01-03,2025-04-20,258780.86,PLN,w przygotowaniu,pani Agnieszka Frost
1800,UM/2025/01800,103,2025-07-24,2025-07-27,2027-11-17,113639.91,PLN,w przygotowaniu,Liwia Zimniak
1801,UM/2022/01801,823,2022-02-23,2022-03-11,2025-09-02,231189.22,PLN,zakończona,Malwina Garczyk
1802,UM/2023/01802,1224,2023-02-08,2023-02-13,2023-10-26,11953.65,PLN,aktywna,Marek Wejman
1803,UM/2023/01803,1269,2023-02-03,2023-02-09,2026-11-06,276500.89,PLN,w przygotowaniu,pani Gaja Orpel
1804,UM/2022/01804,308,2022-07-06,2022-07-15,2025-11-03,9308.68,PLN,zakończona,Robert Golenia
1805,UM/2022/01805,1945,2022-07-03,2022-07-20,2024-07-17,219295.04,PLN,w przygotowaniu,Igor Siara
1806,UM/2022/01806,1803,2022-08-23,2022-08-28,2024-11-27,108615.58,PLN,w przygotowaniu,Sebastian Helak
1807,UM/2022/01807,931,2022-06-13,2022-06-20,2025-05-31,24664.65,PLN,w przygotowaniu,Radosław Kamieniarz
1808,UM/2024/01808,2598,2024-09-24,2024-10-03,2025-01-24,159934.68,PLN,zakończona,pan Karol Indyk
1809,UM/2023/01809,2049,2023-04-09,2023-04-18,2025-10-06,401938.47,PLN,aktywna,Franciszek Filusz
1810,UM/2025/01810,258,2025-10-28,2025-10-29,2027-01-27,432773.51,PLN,w przygotowaniu,Cezary Siedlarz
1811,UM/2023/01811,1586,2023-04-26,2023-05-13,2025-04-08,209877.59,PLN,zakończona,Bartek Wójt
1812,UM/2024/01812,771,2024-02-20,2024-02-21,2028-02-12,391128.25,PLN ,zakończona,Tola Bogdał
1813,UM/2024/01813,312,2024-09-06,2024-09-24,2024-12-29,305807.08,PLN,w przygotowaniu,Szymon Maleszka
1814,UM/2025/01814,1143,2025-03-07,2025-03-19,2028-04-07,223512.01,PLN,aktywna,Andrzej Bittner
1815,UM/2024/01815,1525,2024-02-28,2024-03-02,2024-07-09,47243.81,PLN,aktywna,pan Emil Kazek
1816,UM/2022/01816,1655,2022-10-02,2022-10-07,2024-12-24,159938.24,PLN,w przygotowaniu,Wiktor Madziar
1817,UM/2023/01817,283,2023-10-14,2023-10-15,2024-10-11,489670.08,zł,w przygotowaniu,pan Eryk Kurpisz
1818,UM/2025/01818,138,2025-01-20,2025-01-24,2028-08-24,263809.88,PLN,zakończona,Kaja Choroś
1819,UM/2024/01819,1407,2024-01-27,2024-02-07,2027-08-29,12629.24,PLN,aktywna,Monika Damps
1820,UM/2025/01820,1220,2025-10-29,2025-11-06,2027-07-14,37775.73,PLN,zakończona,pani Urszula Froń
1821,UM/2023/00001,976,2026-04-30,2026-05-01,2028-09-19,472610.53,PLN,zakończona,Alex Szymula
1822,UM/2025/01822,641,2025-08-05,2025-08-20,2028-05-25,187107.14,PLN,aktywna,Rafał Jaroszuk
1823,UM/2026/01823,90,2026-01-15,2026-01-20,,57693.07,PLN,zakończona,Aleksander Iwańczyk
1824,UM/2024/01824,733,2024-07-17,2024-08-03,2028-01-08,106844.29,PLN,w przygotowaniu,Mikołaj Wolff
1825,UM/2021/01825,795,2021-08-22,2021-09-05,2023-09-21,15589.78,zł,w przygotowaniu,pan Konstanty Mudlaff
1826,UM/2022/01826,1959,2022-10-18,2022-10-30,2026-09-03,351502.08,PLN,aktywna,Apolonia Lenik
1827,UM/2025/01827,757,2025-04-15,2025-04-15,2028-02-03,336214.5,PLN,aktywna,Kamil Fedorczyk
1828,UM/2022/01828,792,2022-05-27,2022-05-31,2024-03-22,114485.65,PLN,zakończona,Bianka Palak
1829,UM/2026/01829,1498,2026-07-09,2026-07-22,2029-07-02,246275.04,PLN,w przygotowaniu,Błażej Piestrzeniewicz
1830,UM/2023/01830,1590,2023-01-11,2023-01-28,2025-06-05,163268.02,PLN,aktywna,Julian Doroszkiewicz
1831,UM/2023/01831,1203,2023-01-25,2023-02-10,2024-01-05,142176.31,PLN,zakończona,Marcelina Łakota
1832,UM/2025/01832,2082,2025-02-25,2025-03-14,2028-08-05,364353.0,PLN ,zakończona,Fryderyk Senger
1833,UM/2024/01833,1951,2023-12-23,2024-01-12,2026-04-16,467723.37,PLN,zakończona,pan Maksymilian Feret
1834,UM/2026/01834,1388,2025-12-19,2026-01-02,2028-03-07,275023.11,PLN,zakończona,Krzysztof Koleśnik
1835,UM/2026/01835,1502,2026-02-27,2026-03-01,2028-02-01,388088.75,PLN ,w przygotowaniu,Konstanty Srokosz
1836,UM/2022/01836,564,2022-07-11,2022-07-25,2024-05-12,284342.51,PLN,zakończona,Łukasz Fabiszak
1837,UM/2023/01837,522,2023-09-01,2023-09-21,2026-12-26,308844.24,PLN,w przygotowaniu,Bartek Soczewka
1838,UM/2023/01838,1633,2023-07-25,2023-08-05,2024-05-07,73050.57,PLN,w przygotowaniu,pan Andrzej Mueller
1839,UM/2024/01839,852,2024-06-14,2024-06-24,2027-06-23,54825.05,PLN,w przygotowaniu,Ewelina Szachniewicz
1840,UM/2024/01840,1611,2024-02-27,2024-03-05,2027-02-12,130534.25,PLN,w przygotowaniu,Maks Ciesielka
1841,UM/2021/01841,1166,2021-11-22,2021-12-09,2023-09-20,451238.62,PLN,w przygotowaniu,pani Angelika Osojca
1842,UM/2024/01842,1232,2024-03-28,2024-04-11,2026-12-30,470440.39,PLN,aktywna,pani Dorota Malara
1843,UM/2024/01843,317,2024-10-31,2024-10-31,2027-07-30,97440.19,PLN,w przygotowaniu,pan Dominik Andreasik
1844,UM/2024/01844,734,2024-07-11,2024-07-26,2027-04-10,243739.11,PLN,w przygotowaniu,pan Gustaw Olchawa
1845,UM/2023/01845,1679,2023-11-09,2023-11-26,2024-06-15,253252.65,PLN,w przygotowaniu,Cyprian Śliz
1846,UM/2025/01846,1795,2025-04-15,2025-04-24,2027-09-13,365482.8,PLN,aktywna,pan Stefan Gradek
1847,UM/2021/01847,125,2021-07-31,2021-08-10,2023-09-15,235861.99,PLN,zakończona,Tobiasz Panicz
1848,UM/2023/01848,591,2023-10-25,2023-10-27,2025-01-18,203219.82,PLN,zakończona,Kacper Gradek
1849,UM/2025/01849,1354,2025-11-17,2025-11-19,2028-05-30,266104.35,PLN,zakończona,Oskar Szyc
1850,UM/2026/01850,465,2026-05-03,2026-05-14,2028-05-24,117125.57,PLN,aktywna,pani Rozalia Wiesiołek
1851,UM/2021/01851,294,2021-11-23,2021-11-30,2023-10-21,356434.11,PLN,aktywna,Alex Kondej
1852,UM/2025/01852,2056,2025-01-10,2025-01-30,2028-10-12,421035.13,PLN,w przygotowaniu,Olaf Sadlak
1853,UM/2021/01853,1762,2021-10-11,2021-10-27,2025-01-17,214177.25,PLN ,aktywna,Marek Gogola
1854,UM/2025/01854,1789,2025-02-07,2025-02-20,2026-10-22,404077.8,PLN,aktywna,Szymon Szarpak
1855,UM/2024/01855,1434,2024-04-12,2024-04-30,2024-08-26,119226.74,PLN,zakończona,Liwia Grabczak
1856,UM/2024/01856,439,2024-02-16,2024-02-26,2024-08-09,185426.39,PLN,aktywna,Ernest Barszczak
1857,UM/2022/01857,1263,2022-08-01,2022-08-03,2025-01-02,369244.69,pln,zakończona,Sandra Kostera
1858,UM/2023/01858,1372,2023-09-17,2023-09-21,2026-01-24,344451.43,PLN,w przygotowaniu,pani Melania Zapiór
1859,UM/2024/01859,1992,2024-11-18,2024-12-05,2027-03-14,226716.46,PLN,aktywna,Kacper Niemira
1860,UM/2023/01860,1554,2023-04-16,2023-05-03,2024-03-22,120003.52,PLN,aktywna,pani Tola Niemczuk
1861,UM/2026/01861,652,2026-02-04,2026-02-18,2027-05-22,358583.88,PLN,aktywna,Adam Janasik
1862,UM/2022/01862,331,2022-09-18,2022-10-04,2026-08-30,26045.74,PLN,aktywna,Adrian Rubacha
1863,UM/2022/01863,211,2022-01-06,2022-01-07,2023-10-28,360188.31,PLN,w przygotowaniu,Sebastian Dorobisz
1864,UM/2022/01864,1291,2022-12-15,2022-12-25,2025-09-16,180594.77,PLN,w przygotowaniu,Stefan Uliasz
1865,UM/2024/01865,1189,2024-03-24,2024-04-13,2025-11-29,109081.42,PLN,w przygotowaniu,Adrian Seweryniak
1866,UM/2022/01866,280,2022-07-21,2022-07-27,2024-02-05,64569.68,PLN,w przygotowaniu,Mieszko Tolak
1867,UM/2025/01867,988,2025-06-25,2025-07-08,2026-02-18,195723.27,PLN,w przygotowaniu,Stanisław Tarasek
1868,UM/2023/01868,2120,2023-01-04,2023-01-11,2026-10-09,179805.46,PLN,w przygotowaniu,pani Natasza Plebanek
1869,UM/2025/01869,1113,2025-02-13,2025-02-25,2025-06-15,300611.03,PLN,zakończona,pani Lidia Budniak
1870,UM/2022/01870,1857,2022-09-08,2022-09-18,2023-09-26,255727.05,PLN,zakończona,Andrzej Graj
1871,UM/2023/01871,1943,2023-12-11,2023-12-14,2024-12-28,450454.33,PLN,aktywna,pan Kacper Capiga
1872,UM/2024/01872,589,2024-02-24,2024-03-03,2024-09-18,457467.89,PLN,zakończona,pan Cyprian Kranc
1873,UM/2026/01873,1134,2026-04-16,2026-04-27,2029-12-26,282418.21,PLN,w przygotowaniu,pani Adrianna Sędek
1874,UM/2025/01874,2121,2025-08-06,2025-08-18,2026-01-14,200216.95,PLN,aktywna,Melania Jeka
1875,UM/2024/01875,1915,2024-09-23,2024-10-09,2026-09-07,100019.87,PLN,aktywna,pani Lidia Karpiel
1876,UM/2026/01876,603,2026-02-05,2026-02-18,2028-09-18,146216.34,PLN,w przygotowaniu,Alan Folta
1877,UM/2023/01877,2047,2023-05-28,2023-06-02,2026-06-24,492990.68,PLN,zakończona,Sandra Wasilewicz
1878,UM/2025/01878,1593,2025-10-17,2025-10-24,2027-09-29,41971.26,PLN,w przygotowaniu,Karol Dawidek
1879,UM/2024/01879,573,2024-07-11,2024-07-12,2026-05-06,290030.32,zł,aktywna,pan Ernest Kapral
1880,UM/2024/01880,2248,2024-01-30,2024-02-17,2026-02-02,413778.13,PLN,w przygotowaniu,Malwina Kuczak
1881,UM/2023/00001,328,2024-06-09,2024-06-13,2025-03-18,70055.66,PLN,aktywna,Jacek Zbrożek
1882,UM/2025/01882,1398,2025-09-19,2025-10-09,2026-06-07,49076.76,PLN,aktywna,Arkadiusz Sabak
1883,UM/2025/01883,1450,2025-03-03,2025-03-05,2028-04-07,105896.0,PLN,w przygotowaniu,Nikodem Bryczek
1884,UM/2023/01884,1330,2023-02-05,2023-02-14,2023-07-19,420268.4,PLN,w przygotowaniu,Sonia Gula
1885,UM/2023/01885,1360,2023-09-20,2023-09-25,2027-09-24,498126.18,PLN,zakończona,Julian Saj
1886,UM/2021/01886,1852,2021-07-24,2021-08-08,,238576.58,PLN,aktywna,Eliza Elsner
1887,UM/2025/01887,2146,2024-12-26,2025-01-01,2025-07-20,88776.78,zł,w przygotowaniu,Piotr Myszor
1888,UM/2023/01888,1949,2023-12-15,2023-12-22,2024-05-14,144182.58,PLN,zakończona,Stanisław Hass
1889,UM/2024/01889,983,2024-05-26,2024-05-31,2026-04-08,213651.46,PLN,zakończona,Dawid Czupryn
1890,UM/2026/01890,1269,2026-06-17,2026-06-30,2025-12-12,136810.37,PLN,w przygotowaniu,Hubert Małyszek
1891,UM/2022/01891,254,2022-10-08,2022-10-14,2023-06-19,71023.41,PLN,aktywna,Urszula Superson
1892,UM/2024/01892,1450,2024-08-03,2024-08-11,2028-07-30,122110.37,PLN,w przygotowaniu,pani Natasza Cieloch
1893,UM/2023/01893,968,2023-12-29,2023-12-30,2026-12-09,373747.66,PLN,w przygotowaniu,pani Nicole Danisz
1894,UM/2023/01894,713,2023-06-23,2023-06-25,2026-09-28,310864.49,PLN,w przygotowaniu,pan Maks Powązka
1895,UM/2023/01895,1719,2023-01-25,2023-02-11,2025-04-09,75111.03,PLN,zakończona,pani Inga Fit
1896,UM/2022/01896,558,2022-09-15,2022-09-17,2023-06-24,75478.79,PLN,zakończona,Wojciech Kordus
1897,UM/2024/01897,801,2024-04-25,2024-05-14,2027-06-05,85032.34,PLN,aktywna,Justyna Nitek
1898,UM/2021/01898,490,2021-08-26,2021-09-03,2024-08-05,56422.84,PLN,zakończona,Michał Kafel
1899,UM/2024/01899,1690,2024-02-21,2024-03-06,2024-07-16,451597.36,PLN,zakończona,Apolonia Dytko
1900,UM/2024/01900,764,2024-04-29,2024-05-08,2028-01-27,127575.25,PLN,w przygotowaniu,Michał Joszko
1901,UM/2026/01901,1231,2026-02-07,2026-02-22,2028-04-25,163614.04,PLN,w przygotowaniu,Gabriel Marciniszyn
1902,UM/2024/01902,423,2023-12-30,2024-01-06,2024-08-25,419984.83,PLN,zakończona,Igor Fornalik
1903,UM/2026/01903,1993,2026-01-27,2026-02-02,2028-08-30,59441.04,PLN,aktywna,pan Patryk Śliż
1904,UM/2022/01904,645,2022-04-04,2022-04-16,,402359.01,PLN,zakończona,Angelika Wierzchoń
1905,UM/2024/01905,946,2024-11-17,2024-12-05,2027-08-01,472918.46,PLN,zakończona,Nataniel Minkina
1906,UM/2024/01906,1521,2024-06-23,2024-07-09,2026-05-17,107649.11,PLN,aktywna,Przemysław Domurad
1907,UM/2026/01907,60,2026-01-25,2026-01-31,2026-05-26,428588.67,PLN,w przygotowaniu,Stefan Kazek
1908,UM/2025/01908,2063,2025-04-29,2025-05-14,2027-07-19,68485.39,PLN,aktywna,Karina Leśko
1909,UM/2025/01909,1940,2025-05-07,2025-05-18,2026-09-03,18198.11,PLN ,aktywna,Franciszek Bryzek
1910,UM/2024/01910,291,2024-04-04,2024-04-23,2028-02-10,78152.42,PLN,zakończona,Jerzy Paliga
1911,UM/2022/01911,28,2022-07-30,2022-08-04,2023-06-16,118430.44,PLN,zakończona,pani Marcelina Śmieszek
1912,UM/2026/01912,2115,2026-01-28,2026-02-14,2027-04-12,16474.41,PLN,aktywna,Witold Giedrojć
1913,UM/2023/01913,1260,2023-12-12,2023-12-30,2026-07-25,482192.95,PLN,aktywna,Mikołaj Byzdra
1914,UM/2023/01914,1282,2023-08-19,2023-09-06,2027-07-25,355495.15,PLN,aktywna,Kacper Mieloch
1915,UM/2025/01915,480,2025-08-04,2025-08-22,2029-06-03,411012.98,PLN,w przygotowaniu,Dawid Miękus
1916,UM/2025/01916,904,2025-01-27,2025-02-03,2026-11-02,173400.58,PLN,aktywna,pan Dariusz Kwak
1917,UM/2022/01917,1366,2022-08-13,2022-08-13,2026-02-13,86908.99,PLN,aktywna,Filip Miszkurka
1918,UM/2026/01918,2084,2026-05-08,2026-05-23,2027-04-25,3679.51,PLN,aktywna,Urszula Stachów
1919,UM/2021/01919,574,2021-07-26,2021-07-31,2022-01-19,64786.43,PLN,aktywna,Sonia Barej
1920,UM/2023/01920,538,2023-07-23,2023-07-28,2025-02-19,22214.93,PLN,w przygotowaniu,pan Ignacy Henke
1921,UM/2022/01921,1472,2022-11-04,2022-11-16,2026-05-08,492958.38,PLN,aktywna,Cyprian Ziniewicz
1922,UM/2024/01922,125,2024-07-01,2024-07-10,2027-12-21,212909.13,PLN,aktywna,pan Marcin Maksimowicz
1923,UM/2026/01923,478,2026-04-27,2026-04-27,2029-01-26,432379.69,PLN,zakończona,pani Lidia Szpyt
1924,UM/2024/01924,743,2024-03-03,2024-03-11,2027-06-12,404615.31,PLN,zakończona,Nikodem Supeł
1925,UM/2023/00001,409,2024-09-19,2024-09-22,2024-04-07,452376.03,PLN,aktywna,Kornel Kujda
1926,UM/2024/01926,1607,2024-09-14,2024-09-27,2025-03-26,162773.43,PLN,w przygotowaniu,Ksawery Budzyń
1927,UM/2023/01927,2059,2023-10-15,2023-10-26,,231562.09,PLN,zakończona,Dominik Wawrzynowicz
1928,UM/2025/01928,749,2025-11-20,2025-12-04,2026-05-22,474126.68,PLN,aktywna,Fryderyk Delekta
1929,UM/2022/01929,82,2022-03-21,2022-03-28,,414747.05,pln,zakończona,Anita Puto
1930,UM/2021/01930,1251,2021-10-29,2021-11-08,2022-12-17,8789.37,PLN,aktywna,pani Aniela Labocha
1931,UM/2022/01931,250,2022-03-28,2022-04-08,2025-02-09,78087.05,PLN,zakończona,Julita Pawela
1932,UM/2022/01932,1751,2021-12-31,2022-01-19,2026-01-01,407008.05,PLN,w przygotowaniu,Eryk Frania
1933,UM/2025/01933,1767,2025-09-13,2025-09-22,2027-09-24,191414.25,zł,zakończona,Rafał Fąferek
1934,UM/2023/01934,1625,2023-08-17,2023-09-06,2026-07-18,466252.57,PLN,w przygotowaniu,Gabriel Brejnak
1935,UM/2025/01935,1687,2025-06-30,2025-07-19,2027-03-21,428601.75,PLN,aktywna,Fabian Rompa
1936,UM/2023/01936,2069,2023-02-03,2023-02-12,2024-04-16,5171.03,PLN,aktywna,pani Aurelia Mućko
1937,UM/2023/00001,450,2026-03-23,2026-03-29,2026-07-24,380260.92,PLN,zakończona,Marcelina Nowek
1938,UM/2023/01938,1833,2022-12-27,2023-01-12,2024-05-07,136339.23,PLN,w przygotowaniu,Albert Suda
1939,UM/2022/01939,1945,2022-01-31,2022-02-07,2022-06-12,254312.59,PLN,aktywna,Kornelia Kuśka
1940,UM/2022/01940,604,2022-08-07,2022-08-17,2023-11-19,423693.24,PLN,w przygotowaniu,Bartek Karkut
1941,UM/2025/01941,914,2025-05-19,2025-05-26,2028-09-07,240959.52,PLN,aktywna,pan Maurycy Baszak
1942,UM/2025/01942,857,2025-02-20,2025-02-27,2026-03-13,135016.89,PLN,aktywna,pani Aurelia Ławniczek
1943,UM/2022/01943,1131,2022-03-13,2022-03-16,2024-05-15,235886.72,PLN,zakończona,Norbert Hadaś
1944,UM/2023/01944,1727,2023-08-04,2023-08-17,2026-06-17,40175.06,PLN,w przygotowaniu,pan Maksymilian Łaszcz
1945,UM/2025/01945,147,2025-03-18,2025-03-18,2025-09-27,443706.23,zł,w przygotowaniu,Stefan Gabrych
1946,UM/2022/01946,1562,2022-01-10,2022-01-15,2022-12-22,322416.33,PLN,zakończona,Juliusz Węgrzyk
1947,UM/2024/01947,978,2024-04-22,2024-05-11,2028-01-06,108408.05,PLN,aktywna,Agnieszka Duchnik
1948,UM/2023/01948,350,2023-03-23,2023-04-01,2026-05-05,28990.13,PLN,zakończona,pan Szymon Juras
1949,UM/2024/01949,1593,2024-11-02,2024-11-09,2028-09-14,44011.42,PLN,zakończona,Mikołaj Szulim
1950,UM/2025/01950,1438,2025-06-08,2025-06-24,2027-09-03,24872.86,PLN,aktywna,pani Kornelia Matyszczak
1951,UM/2024/01951,1518,2024-05-03,2024-05-18,2027-04-27,386389.59,PLN,zakończona,Filip Budniak
1952,UM/2023/01952,869,2023-05-23,2023-05-26,2024-03-12,254974.26,PLN,aktywna,Olgierd Krasa
1953,UM/2025/01953,557,2025-08-31,2025-09-06,2029-01-07,246110.89,PLN,w przygotowaniu,Agnieszka Szaruga
1954,UM/2025/01954,1151,2025-09-11,2025-09-19,2028-12-22,128804.25,PLN,w przygotowaniu,Miłosz Pleśniak
1955,UM/2025/01955,68,2025-02-16,2025-02-19,2027-03-05,334144.8,PLN,w przygotowaniu,Julita Dykas
1956,UM/2024/01956,1002,2024-07-20,2024-08-05,2025-05-01,184067.72,PLN ,w przygotowaniu,Tola Ryguła
1957,UM/2023/01957,1265,2023-03-20,2023-03-25,2024-02-01,308453.06,PLN,aktywna,Maurycy Bohdanowicz
1958,UM/2023/01958,1324,2023-10-12,2023-10-26,2025-08-19,23921.23,PLN,zakończona,Józef Niewiara
1959,UM/2026/01959,1023,2026-05-15,2026-05-22,2026-05-05,420643.86,PLN,zakończona,Janina Mazik
1960,UM/2025/01960,274,2025-04-05,2025-04-06,2025-09-20,211695.47,PLN,aktywna,pani Dagmara Zioła
1961,UM/2023/01961,1418,2023-10-14,2023-10-23,2024-04-20,395178.78,PLN,w przygotowaniu,Kornelia Gubernat
1962,UM/2024/01962,754,2024-03-30,2024-04-14,2024-12-29,289224.16,PLN,aktywna,pani Aniela Madajczyk
1963,UM/2025/01963,639,2025-01-15,2025-01-27,2025-07-13,83349.18,PLN,w przygotowaniu,Antoni Ryczko
1964,UM/2024/01964,1285,2024-03-20,2024-04-02,2027-02-14,424808.52,PLN,w przygotowaniu,Leonard Kapral
1965,UM/2024/01965,2,2024-11-15,2024-11-28,2028-07-20,347898.33,PLN,zakończona,Marcin Zys
1966,UM/2022/01966,1777,2022-02-26,2022-03-17,2025-04-15,410557.22,PLN,aktywna,Anastazja Lamch
1967,UM/2024/01967,1574,2024-12-12,2024-12-24,2027-03-30,432065.14,PLN,aktywna,pani Agnieszka Galek
1968,UM/2022/01968,766,2021-12-26,2022-01-12,2025-05-24,289024.82,PLN,aktywna,Krzysztof Szmaj
1969,UM/2025/01969,1970,2025-06-28,2025-07-08,2025-11-10,251828.66,PLN,zakończona,pan Radosław Bugno
1970,UM/2022/01970,973,2022-10-15,2022-10-15,2025-01-21,292995.26,PLN,zakończona,pani Sandra Odrzywołek
1971,UM/2022/01971,1546,2022-10-17,2022-10-23,2024-03-01,57329.19,PLN,zakończona,Albert Dulas
1972,UM/2024/01972,2165,2024-09-29,2024-10-19,2025-10-19,296279.14,PLN,w przygotowaniu,Olaf Sypek
1973,UM/2022/01973,1656,2022-01-29,2022-02-01,2025-03-23,329973.5,PLN,zakończona,pan Fryderyk Soczewka
1974,UM/2025/01974,1770,2025-03-02,2025-03-08,2027-08-23,125919.29,PLN,zakończona,pani Aurelia Kuran
1975,UM/2025/01975,1565,2025-03-26,2025-04-03,2027-01-15,334084.27,PLN,aktywna,Adam Sierpień
1976,UM/2022/01976,1705,2022-06-23,2022-07-11,2022-12-06,445540.79,PLN,w przygotowaniu,Igor Zbylut
1977,UM/2025/01977,1386,2025-04-03,2025-04-13,2026-05-21,264825.68,PLN,aktywna,pan Alex Judek
1978,UM/2021/01978,812,2021-10-31,2021-11-11,2022-03-03,267816.23,PLN,w przygotowaniu,Jeremi Sornat
1979,UM/2025/01979,1885,2025-06-20,2025-07-01,2028-11-02,203452.1,PLN,aktywna,Maciej Beck
1980,UM/2022/01980,397,2022-12-24,2022-12-25,2024-11-07,253971.66,PLN,zakończona,Dominik Rzeszut
1981,UM/2026/01981,1189,2026-03-28,2026-04-14,2027-11-01,457494.51,PLN,aktywna,Borys Mordak
1982,UM/2022/01982,764,2021-12-30,2022-01-13,2025-09-09,362650.61,PLN,aktywna,Bartek Gąszczak
1983,UM/2024/01983,2073,2024-01-30,2024-02-05,2026-10-28,144989.56,PLN,zakończona,pan Cyprian Pasieczna
1984,UM/2024/01984,770,2024-10-24,2024-10-28,2028-07-31,469932.52,PLN,w przygotowaniu,Ernest Machowicz
1985,UM/2021/01985,365,2021-12-19,2021-12-31,2025-05-14,331411.99,PLN,aktywna,Nataniel Wielądek
1986,UM/2024/01986,385,2024-04-20,2024-04-23,2027-02-02,4376.59,PLN,zakończona,pani Ida Łapaj
1987,UM/2021/01987,219,2021-10-05,2021-10-20,2023-01-10,435989.74,PLN,zakończona,Kajetan Krywult
1988,UM/2021/01988,1274,2021-11-25,2021-12-05,2024-12-19,228046.9,PLN,zakończona,Hubert Parkitna
1989,UM/2022/01989,272,2022-02-08,2022-02-24,2025-01-19,136725.39,PLN,w przygotowaniu,Marika Bugno
1990,UM/2021/01990,255,2021-08-03,2021-08-03,2021-12-07,376081.19,PLN,aktywna,pani Malwina Malcharek
1991,UM/2022/01991,242,2022-10-12,2022-11-01,2024-06-02,85087.49,PLN,aktywna,Kaja Stanclik
1992,UM/2023/01992,76,2023-01-31,2023-02-08,2026-06-03,457938.78,PLN,aktywna,Angelika Dymarczyk
1993,UM/2022/01993,663,2022-01-27,2022-01-30,2023-09-18,178257.45,PLN,w przygotowaniu,Mieszko Andruszko
1994,UM/2024/01994,615,2024-08-25,2024-09-08,2025-05-15,384162.43,PLN,aktywna,pan Mieszko Stanuch
1995,UM/2023/01995,1024,2022-12-30,2023-01-19,2024-11-30,224696.25,PLN,zakończona,pani Melania Sobstyl
1996,UM/2023/01996,1546,2023-03-04,2023-03-06,2025-03-25,259336.32,PLN,w przygotowaniu,Sandra Fidos
1997,UM/2026/01997,1747,2026-06-16,2026-07-03,2028-06-27,287131.44,PLN,aktywna,Aleksander Pera
1998,UM/2023/01998,804,2023-08-20,2023-08-26,2027-06-17,456140.13,PLN,zakończona,Sandra Hak
1999,UM/2025/01999,1268,2024-12-30,2025-01-14,2027-10-08,442096.76,PLN,w przygotowaniu,Tobiasz Matuszyk
2000,UM/2024/02000,1194,2024-10-28,2024-11-13,2025-09-12,231231.55,PLN,w przygotowaniu,Bartek Larysz
2001,UM/2022/02001,759,2022-03-04,2022-03-23,2025-11-07,377185.96,PLN,w przygotowaniu,pani Sandra Durczok
2002,UM/2025/02002,913,2025-12-07,2025-12-23,2027-06-25,444113.18,PLN,w przygotowaniu,Oliwier Tałaj
2003,UM/2023/02003,1729,2023-08-28,2023-08-31,2025-11-09,283715.31,PLN,w przygotowaniu,Borys Magier
2004,UM/2025/02004,1551,2025-01-26,2025-02-12,2028-08-14,443568.39,PLN,aktywna,pani Monika Wojnicz
